date,fighter,weightclass,rank
3/18/13,Miesha Tate,Women's Bantamweight,1
3/18/13,Sarah Kaufman,Women's Bantamweight,2
3/18/13,Liz Carmouche,Women's Bantamweight,3
3/18/13,Cat Zingano,Women's Bantamweight,4
3/18/13,Alexis Davis,Women's Bantamweight,5
3/18/13,Sara McMann,Women's Bantamweight,6
3/18/13,Amanda Nunes,Women's Bantamweight,7
3/18/13,Julie Kedzie,Women's Bantamweight,8
3/18/13,Germaine de Randamie,Women's Bantamweight,9
3/18/13,Sheila Gaff,Women's Bantamweight,10
4/22/13,Anderson Silva,Pound-for-Pound,1
4/22/13,Jon Jones,Pound-for-Pound,2
4/22/13,Georges St-Pierre,Pound-for-Pound,3
4/22/13,Jose Aldo,Pound-for-Pound,4
4/22/13,Benson Henderson,Pound-for-Pound,5
4/22/13,Cain Velasquez,Pound-for-Pound,6
4/22/13,Demetrious Johnson,Pound-for-Pound,7
4/22/13,Renan Barao,Pound-for-Pound,8
4/22/13,Dominick Cruz,Pound-for-Pound,9
4/22/13,Frankie Edgar,Pound-for-Pound,10
4/22/13,Demetrious Johnson,Flyweight,0
4/22/13,Joseph Benavidez,Flyweight,1
4/22/13,John Dodson,Flyweight,2
4/22/13,Ian McCall,Flyweight,3
4/22/13,John Moraga,Flyweight,4
4/22/13,Jussier Da Silva,Flyweight,5
4/22/13,Louis Gaudinot,Flyweight,6
4/22/13,Chris Cariaso,Flyweight,7
4/22/13,John Lineker,Flyweight,8
4/22/13,Darren Uyenoyama,Flyweight,9
4/22/13,Timothy Elliott,Flyweight,10
4/22/13,Dominick Cruz,Bantamweight,0
4/22/13,Renan Barao,Bantamweight,1
4/22/13,Urijah Faber,Bantamweight,2
4/22/13,Michael McDonald,Bantamweight,3
4/22/13,Eddie Wineland,Bantamweight,4
4/22/13,Brad Pickett,Bantamweight,5
4/22/13,Raphael Assuncao,Bantamweight,6
4/22/13,Scott Jorgensen,Bantamweight,7
4/22/13,Brian Bowles,Bantamweight,8
4/22/13,Mike Easton,Bantamweight,9
4/22/13,Ivan Menjivar,Bantamweight,10
4/22/13,Jose Aldo,Featherweight,0
4/22/13,Chad Mendes,Featherweight,1
4/22/13,Ricardo Lamas,Featherweight,2
4/22/13,Frankie Edgar,Featherweight,3
4/22/13,Chan Sung Jung,Featherweight,4
4/22/13,Cub Swanson,Featherweight,5
4/22/13,Dennis Siver,Featherweight,6
4/22/13,Dustin Poirier,Featherweight,7
4/22/13,Clay Guida,Featherweight,8
4/22/13,Erik Koch,Featherweight,9
4/22/13,Nik Lentz,Featherweight,10
4/22/13,Benson Henderson,Lightweight,0
4/22/13,Gilbert Melendez,Lightweight,1
4/22/13,Anthony Pettis,Lightweight,2
4/22/13,Gray Maynard,Lightweight,3
4/22/13,Jim Miller,Lightweight,4
4/22/13,Donald Cerrone,Lightweight,5
4/22/13,Nate Diaz,Lightweight,6
4/22/13,TJ Grant,Lightweight,7
4/22/13,Josh Thomson,Lightweight,8
4/22/13,Rafael dos Anjos,Lightweight,9
4/22/13,Khabib Nurmagomedov,Lightweight,10
4/22/13,Georges St-Pierre,Welterweight,0
4/22/13,Johny Hendricks,Welterweight,1
4/22/13,Carlos Condit,Welterweight,2
4/22/13,Rory MacDonald,Welterweight,3
4/22/13,Jake Ellenberger,Welterweight,4
4/22/13,Demian Maia,Welterweight,5
4/22/13,Nick Diaz,Welterweight,6
4/22/13,Martin Kampmann,Welterweight,7
4/22/13,Tarec Saffiedine,Welterweight,8
4/22/13,Robbie Lawler,Welterweight,9
4/22/13,Josh Koscheck,Welterweight,10
4/22/13,Anderson Silva,Middleweight,0
4/22/13,Chris Weidman,Middleweight,1
4/22/13,Vitor Belfort,Middleweight,2
4/22/13,Yushin Okami,Middleweight,3
4/22/13,Michael Bisping,Middleweight,4
4/22/13,Luke Rockhold,Middleweight,5
4/22/13,Constantinos Philippou,Middleweight,6
4/22/13,Mark Munoz,Middleweight,7
4/22/13,Ronaldo Souza,Middleweight,8
4/22/13,Chael Sonnen,Middleweight,9
4/22/13,Alan Belcher,Middleweight,10
4/22/13,Jon Jones,Light Heavyweight,0
4/22/13,Lyoto Machida,Light Heavyweight,1
4/22/13,Alexander Gustafsson,Light Heavyweight,2
4/22/13,Dan Henderson,Light Heavyweight,3
4/22/13,Glover Teixeira,Light Heavyweight,4
4/22/13,Antonio Rogerio Nogueira,Light Heavyweight,5
4/22/13,Rashad Evans,Light Heavyweight,6
4/22/13,Mauricio Rua,Light Heavyweight,7
4/22/13,Phil Davis,Light Heavyweight,8
4/22/13,Gegard Mousasi,Light Heavyweight,9
4/22/13,Ryan Bader,Light Heavyweight,10
4/22/13,Cain Velasquez,Heavyweight,0
4/22/13,Junior dos Santos,Heavyweight,1
4/22/13,Daniel Cormier,Heavyweight,2
4/22/13,Fabricio Werdum,Heavyweight,3
4/22/13,Antonio Silva,Heavyweight,4
4/22/13,Alistair Overeem,Heavyweight,5
4/22/13,Roy Nelson,Heavyweight,6
4/22/13,Frank Mir,Heavyweight,7
4/22/13,Antonio Rodrigo Nogueira,Heavyweight,8
4/22/13,Mark Hunt,Heavyweight,9
4/22/13,Travis Browne,Heavyweight,10
4/22/13,Ronda Rousey,Women's Bantamweight,0
4/22/13,Cat Zingano,Women's Bantamweight,1
4/22/13,Sarah Kaufman,Women's Bantamweight,2
4/22/13,Miesha Tate,Women's Bantamweight,3
4/22/13,Liz Carmouche,Women's Bantamweight,4
4/22/13,Alexis Davis,Women's Bantamweight,5
4/22/13,Sara McMann,Women's Bantamweight,6
4/22/13,Amanda Nunes,Women's Bantamweight,7
4/22/13,Julie Kedzie,Women's Bantamweight,8
4/22/13,Sheila Gaff,Women's Bantamweight,9
4/22/13,Germaine de Randamie,Women's Bantamweight,10
7/8/13,Jon Jones,Pound-for-Pound,1
7/8/13,Georges St-Pierre,Pound-for-Pound,2
7/8/13,Anderson Silva,Pound-for-Pound,3
7/8/13,Jose Aldo,Pound-for-Pound,4
7/8/13,Benson Henderson,Pound-for-Pound,5
7/8/13,Cain Velasquez,Pound-for-Pound,6
7/8/13,Demetrious Johnson,Pound-for-Pound,7
7/8/13,Renan Barao,Pound-for-Pound,8
7/8/13,Dominick Cruz,Pound-for-Pound,9
7/8/13,Chris Weidman,Pound-for-Pound,10
7/8/13,Demetrious Johnson,Flyweight,0
7/8/13,Joseph Benavidez,Flyweight,1
7/8/13,John Dodson,Flyweight,2
7/8/13,Ian McCall,Flyweight,3
7/8/13,John Moraga,Flyweight,4
7/8/13,Jussier Formiga,Flyweight,5
7/8/13,Louis Gaudinot,Flyweight,6
7/8/13,John Lineker,Flyweight,7
7/8/13,Chris Cariaso,Flyweight,8
7/8/13,Darren Uyenoyama,Flyweight,9
7/8/13,Timothy Elliott,Flyweight,10
7/8/13,Dominick Cruz,Bantamweight,0
7/8/13,Renan Barao,Bantamweight,1
7/8/13,Urijah Faber,Bantamweight,2
7/8/13,Michael McDonald,Bantamweight,3
7/8/13,Eddie Wineland,Bantamweight,4
7/8/13,Brad Pickett,Bantamweight,5
7/8/13,Raphael Assuncao,Bantamweight,6
7/8/13,Scott Jorgensen,Bantamweight,7
7/8/13,Mike Easton,Bantamweight,8
7/8/13,TJ Dillashaw,Bantamweight,9
7/8/13,Ivan Menjivar,Bantamweight,10
7/8/13,Jose Aldo,Featherweight,0
7/8/13,Chad Mendes,Featherweight,1
7/8/13,Ricardo Lamas,Featherweight,2
7/8/13,Frankie Edgar,Featherweight,3
7/8/13,Cub Swanson,Featherweight,4
7/8/13,Chan Sung Jung,Featherweight,5
7/8/13,Dennis Siver,Featherweight,6
7/8/13,Dustin Poirier,Featherweight,7
7/8/13,Clay Guida,Featherweight,8
7/8/13,Nik Lentz,Featherweight,9
7/8/13,Erik Koch,Featherweight,10
7/8/13,Benson Henderson,Lightweight,0
7/8/13,Gilbert Melendez,Lightweight,1
7/8/13,Anthony Pettis,Lightweight,2
7/8/13,TJ Grant,Lightweight,3
7/8/13,Josh Thomson,Lightweight,4
7/8/13,Gray Maynard,Lightweight,5
7/8/13,Donald Cerrone,Lightweight,6
7/8/13,Nate Diaz,Lightweight,7
7/8/13,Jim Miller,Lightweight,8
7/8/13,Pat Healy,Lightweight,9
7/8/13,Rafael dos Anjos,Lightweight,10
7/8/13,Georges St-Pierre,Welterweight,0
7/8/13,Johny Hendricks,Welterweight,1
7/8/13,Carlos Condit,Welterweight,2
7/8/13,Rory MacDonald,Welterweight,3
7/8/13,Jake Ellenberger,Welterweight,4
7/8/13,Demian Maia,Welterweight,5
7/8/13,Nick Diaz,Welterweight,6
7/8/13,Martin Kampmann,Welterweight,7
7/8/13,Tarec Saffiedine,Welterweight,8
7/8/13,Robbie Lawler,Welterweight,9
7/8/13,Josh Koscheck,Welterweight,10
7/8/13,Chris Weidman,Middleweight,0
7/8/13,Anderson Silva,Middleweight,1
7/8/13,Vitor Belfort,Middleweight,2
7/8/13,Yushin Okami,Middleweight,3
7/8/13,Michael Bisping,Middleweight,4
7/8/13,Ronaldo Souza,Middleweight,5
7/8/13,Mark Munoz,Middleweight,6
7/8/13,Costa Philippou,Middleweight,7
7/8/13,Luke Rockhold,Middleweight,8
7/8/13,Chael Sonnen,Middleweight,9
7/8/13,Tim Boetsch,Middleweight,10
7/8/13,Jon Jones,Light Heavyweight,0
7/8/13,Lyoto Machida,Light Heavyweight,1
7/8/13,Alexander Gustafsson,Light Heavyweight,2
7/8/13,Glover Teixeira,Light Heavyweight,3
7/8/13,Rashad Evans,Light Heavyweight,4
7/8/13,Antonio Rogerio Nogueira,Light Heavyweight,5
7/8/13,Dan Henderson,Light Heavyweight,6
7/8/13,Mauricio Rua,Light Heavyweight,7
7/8/13,Phil Davis,Light Heavyweight,8
7/8/13,Gegard Mousasi,Light Heavyweight,9
7/8/13,Ryan Bader,Light Heavyweight,10
7/8/13,Cain Velasquez,Heavyweight,0
7/8/13,Junior dos Santos,Heavyweight,1
7/8/13,Daniel Cormier,Heavyweight,2
7/8/13,Fabricio Werdum,Heavyweight,3
7/8/13,Antonio Silva,Heavyweight,4
7/8/13,Alistair Overeem,Heavyweight,5
7/8/13,Frank Mir,Heavyweight,6
7/8/13,Roy Nelson,Heavyweight,7
7/8/13,Travis Browne,Heavyweight,8
7/8/13,Stipe Miocic,Heavyweight,9
7/8/13,Josh Barnett,Heavyweight,10
7/8/13,Ronda Rousey,Women's Bantamweight,0
7/8/13,Cat Zingano,Women's Bantamweight,1
7/8/13,Sarah Kaufman,Women's Bantamweight,2
7/8/13,Miesha Tate,Women's Bantamweight,3
7/8/13,Sara McMann,Women's Bantamweight,4
7/8/13,Liz Carmouche,Women's Bantamweight,5
7/8/13,Alexis Davis,Women's Bantamweight,6
7/8/13,Amanda Nunes,Women's Bantamweight,7
7/8/13,Julie Kedzie,Women's Bantamweight,8
7/8/13,Sheila Gaff,Women's Bantamweight,9
7/8/13,Germaine de Randamie,Women's Bantamweight,10
8/5/13,Jon Jones,Pound-for-Pound,1
8/5/13,Georges St-Pierre,Pound-for-Pound,2
8/5/13,Anderson Silva,Pound-for-Pound,3
8/5/13,Jose Aldo,Pound-for-Pound,4
8/5/13,Benson Henderson,Pound-for-Pound,5
8/5/13,Cain Velasquez,Pound-for-Pound,6
8/5/13,Demetrious Johnson,Pound-for-Pound,7
8/5/13,Renan Barao,Pound-for-Pound,8
8/5/13,Dominick Cruz,Pound-for-Pound,9
8/5/13,Chris Weidman,Pound-for-Pound,10
8/5/13,Demetrious Johnson,Flyweight,0
8/5/13,Joseph Benavidez,Flyweight,1
8/5/13,John Dodson,Flyweight,2
8/5/13,Ian McCall,Flyweight,3
8/5/13,John Moraga,Flyweight,4
8/5/13,Jussier Formiga,Flyweight,5
8/5/13,John Lineker,Flyweight,6
8/5/13,Louis Gaudinot,Flyweight,7
8/5/13,Chris Cariaso,Flyweight,8
8/5/13,Darren Uyenoyama,Flyweight,9
8/5/13,Timothy Elliott,Flyweight,10
8/5/13,Dominick Cruz,Bantamweight,0
8/5/13,Renan Barao,Bantamweight,1
8/5/13,Urijah Faber,Bantamweight,2
8/5/13,Michael McDonald,Bantamweight,3
8/5/13,Eddie Wineland,Bantamweight,4
8/5/13,Brad Pickett,Bantamweight,5
8/5/13,Raphael Assuncao,Bantamweight,6
8/5/13,Scott Jorgensen,Bantamweight,7
8/5/13,Mike Easton,Bantamweight,8
8/5/13,Ivan Menjivar,Bantamweight,9
8/5/13,TJ Dillashaw,Bantamweight,10
8/5/13,Jose Aldo,Featherweight,0
8/5/13,Chad Mendes,Featherweight,1
8/5/13,Ricardo Lamas,Featherweight,2
8/5/13,Frankie Edgar,Featherweight,3
8/5/13,Cub Swanson,Featherweight,4
8/5/13,Chan Sung Jung,Featherweight,5
8/5/13,Dennis Siver,Featherweight,6
8/5/13,Dustin Poirier,Featherweight,7
8/5/13,Nik Lentz,Featherweight,8
8/5/13,Clay Guida,Featherweight,9
8/5/13,Erik Koch,Featherweight,10
8/5/13,Benson Henderson,Lightweight,0
8/5/13,Gilbert Melendez,Lightweight,1
8/5/13,Anthony Pettis,Lightweight,2
8/5/13,TJ Grant,Lightweight,3
8/5/13,Gray Maynard,Lightweight,4
8/5/13,Josh Thomson,Lightweight,5
8/5/13,Donald Cerrone,Lightweight,6
8/5/13,Nate Diaz,Lightweight,7
8/5/13,Jim Miller,Lightweight,8
8/5/13,Pat Healy,Lightweight,9
8/5/13,Rafael dos Anjos,Lightweight,10
8/5/13,Georges St-Pierre,Welterweight,0
8/5/13,Johny Hendricks,Welterweight,1
8/5/13,Carlos Condit,Welterweight,2
8/5/13,Rory MacDonald,Welterweight,3
8/5/13,Demian Maia,Welterweight,4
8/5/13,Jake Ellenberger,Welterweight,5
8/5/13,Martin Kampmann,Welterweight,6
8/5/13,Nick Diaz,Welterweight,7
8/5/13,Tarec Saffiedine,Welterweight,8
8/5/13,Robbie Lawler,Welterweight,9
8/5/13,Josh Koscheck,Welterweight,10
8/5/13,Chris Weidman,Middleweight,0
8/5/13,Anderson Silva,Middleweight,1
8/5/13,Vitor Belfort,Middleweight,2
8/5/13,Yushin Okami,Middleweight,3
8/5/13,Michael Bisping,Middleweight,4
8/5/13,Ronaldo Souza,Middleweight,5
8/5/13,Mark Munoz,Middleweight,6
8/5/13,Costa Philippou,Middleweight,7
8/5/13,Luke Rockhold,Middleweight,8
8/5/13,Chael Sonnen,Middleweight,9
8/5/13,Tim Boetsch,Middleweight,10
8/5/13,Jon Jones,Light Heavyweight,0
8/5/13,Alexander Gustafsson,Light Heavyweight,1
8/5/13,Lyoto Machida,Light Heavyweight,2
8/5/13,Glover Teixeira,Light Heavyweight,3
8/5/13,Phil Davis,Light Heavyweight,4
8/5/13,Rashad Evans,Light Heavyweight,5
8/5/13,Antonio Rogerio Nogueira,Light Heavyweight,6
8/5/13,Dan Henderson,Light Heavyweight,7
8/5/13,Mauricio Rua,Light Heavyweight,8
8/5/13,Gegard Mousasi,Light Heavyweight,9
8/5/13,Ryan Bader,Light Heavyweight,10
8/5/13,Cain Velasquez,Heavyweight,0
8/5/13,Junior dos Santos,Heavyweight,1
8/5/13,Daniel Cormier,Heavyweight,2
8/5/13,Fabricio Werdum,Heavyweight,3
8/5/13,Antonio Silva,Heavyweight,4
8/5/13,Alistair Overeem,Heavyweight,5
8/5/13,Frank Mir,Heavyweight,6
8/5/13,Roy Nelson,Heavyweight,7
8/5/13,Travis Browne,Heavyweight,8
8/5/13,Stipe Miocic,Heavyweight,9
8/5/13,Josh Barnett,Heavyweight,10
8/5/13,Ronda Rousey,Women's Bantamweight,0
8/5/13,Cat Zingano,Women's Bantamweight,1
8/5/13,Sarah Kaufman,Women's Bantamweight,2
8/5/13,Miesha Tate,Women's Bantamweight,3
8/5/13,Sara McMann,Women's Bantamweight,4
8/5/13,Liz Carmouche,Women's Bantamweight,5
8/5/13,Alexis Davis,Women's Bantamweight,6
8/5/13,Amanda Nunes,Women's Bantamweight,7
8/5/13,Germaine de Randamie,Women's Bantamweight,8
8/5/13,Julie Kedzie,Women's Bantamweight,9
8/5/13,Sheila Gaff,Women's Bantamweight,10
9/6/13,Jon Jones,Pound-for-Pound,1
9/6/13,Georges St-Pierre,Pound-for-Pound,2
9/6/13,Anderson Silva,Pound-for-Pound,3
9/6/13,Jose Aldo,Pound-for-Pound,4
9/6/13,Cain Velasquez,Pound-for-Pound,5
9/6/13,Demetrious Johnson,Pound-for-Pound,6
9/6/13,Renan Barao,Pound-for-Pound,7
9/6/13,Anthony Pettis,Pound-for-Pound,8
9/6/13,Chris Weidman,Pound-for-Pound,9
9/6/13,Benson Henderson,Pound-for-Pound,10
9/6/13,Demetrious Johnson,Flyweight,0
9/6/13,Joseph Benavidez,Flyweight,1
9/6/13,John Dodson,Flyweight,2
9/6/13,Ian McCall,Flyweight,3
9/6/13,John Moraga,Flyweight,4
9/6/13,John Lineker,Flyweight,5
9/6/13,Jussier Formiga,Flyweight,6
9/6/13,Timothy Elliott,Flyweight,7
9/6/13,Chris Cariaso,Flyweight,8
9/6/13,Louis Gaudinot,Flyweight,9
9/6/13,Darren Uyenoyama,Flyweight,10
9/6/13,Dominick Cruz,Bantamweight,0
9/6/13,Renan Barao,Bantamweight,1
9/6/13,Urijah Faber,Bantamweight,2
9/6/13,Michael McDonald,Bantamweight,3
9/6/13,Eddie Wineland,Bantamweight,4
9/6/13,Raphael Assuncao,Bantamweight,5
9/6/13,Brad Pickett,Bantamweight,6
9/6/13,Scott Jorgensen,Bantamweight,7
9/6/13,Mike Easton,Bantamweight,8
9/6/13,TJ Dillashaw,Bantamweight,9
9/6/13,Ivan Menjivar,Bantamweight,10
9/6/13,Jose Aldo,Featherweight,0
9/6/13,Chad Mendes,Featherweight,1
9/6/13,Ricardo Lamas,Featherweight,2
9/6/13,Frankie Edgar,Featherweight,3
9/6/13,Cub Swanson,Featherweight,4
9/6/13,Chan Sung Jung,Featherweight,5
9/6/13,Dustin Poirier,Featherweight,6
9/6/13,Dennis Siver,Featherweight,7
9/6/13,Nik Lentz,Featherweight,8
9/6/13,Clay Guida,Featherweight,9
9/6/13,Erik Koch,Featherweight,10
9/6/13,Anthony Pettis,Lightweight,0
9/6/13,Benson Henderson,Lightweight,1
9/6/13,Gilbert Melendez,Lightweight,2
9/6/13,TJ Grant,Lightweight,3
9/6/13,Gray Maynard,Lightweight,4
9/6/13,Josh Thomson,Lightweight,5
9/6/13,Rafael dos Anjos,Lightweight,6
9/6/13,Nate Diaz,Lightweight,7
9/6/13,Jim Miller,Lightweight,8
9/6/13,Donald Cerrone,Lightweight,9
9/6/13,Pat Healy,Lightweight,10
9/6/13,Georges St-Pierre,Welterweight,0
9/6/13,Johny Hendricks,Welterweight,1
9/6/13,Carlos Condit,Welterweight,2
9/6/13,Rory MacDonald,Welterweight,3
9/6/13,Demian Maia,Welterweight,4
9/6/13,Jake Ellenberger,Welterweight,5
9/6/13,Martin Kampmann,Welterweight,6
9/6/13,Nick Diaz,Welterweight,7
9/6/13,Robbie Lawler,Welterweight,8
9/6/13,Tarec Saffiedine,Welterweight,9
9/6/13,Matt Brown,Welterweight,10
9/6/13,Chris Weidman,Middleweight,0
9/6/13,Anderson Silva,Middleweight,1
9/6/13,Vitor Belfort,Middleweight,2
9/6/13,Ronaldo Souza,Middleweight,3
9/6/13,Michael Bisping,Middleweight,4
9/6/13,Mark Munoz,Middleweight,5
9/6/13,Yushin Okami,Middleweight,6
9/6/13,Costa Philippou,Middleweight,7
9/6/13,Luke Rockhold,Middleweight,8
9/6/13,Chael Sonnen,Middleweight,9
9/6/13,Tim Boetsch,Middleweight,10
9/6/13,Jon Jones,Light Heavyweight,0
9/6/13,Alexander Gustafsson,Light Heavyweight,1
9/6/13,Glover Teixeira,Light Heavyweight,2
9/6/13,Phil Davis,Light Heavyweight,3
9/6/13,Lyoto Machida,Light Heavyweight,4
9/6/13,Rashad Evans,Light Heavyweight,5
9/6/13,Antonio Rogerio Nogueira,Light Heavyweight,6
9/6/13,Dan Henderson,Light Heavyweight,7
9/6/13,Gegard Mousasi,Light Heavyweight,8
9/6/13,Chael Sonnen,Light Heavyweight,9
9/6/13,Mauricio Rua,Light Heavyweight,10
9/6/13,Cain Velasquez,Heavyweight,0
9/6/13,Junior dos Santos,Heavyweight,1
9/6/13,Daniel Cormier,Heavyweight,2
9/6/13,Fabricio Werdum,Heavyweight,3
9/6/13,Antonio Silva,Heavyweight,4
9/6/13,Travis Browne,Heavyweight,5
9/6/13,Josh Barnett,Heavyweight,6
9/6/13,Alistair Overeem,Heavyweight,7
9/6/13,Frank Mir,Heavyweight,8
9/6/13,Roy Nelson,Heavyweight,9
9/6/13,Stipe Miocic,Heavyweight,10
9/6/13,Ronda Rousey,Women's Bantamweight,0
9/6/13,Cat Zingano,Women's Bantamweight,1
9/6/13,Sarah Kaufman,Women's Bantamweight,2
9/6/13,Miesha Tate,Women's Bantamweight,3
9/6/13,Sara McMann,Women's Bantamweight,4
9/6/13,Liz Carmouche,Women's Bantamweight,5
9/6/13,Alexis Davis,Women's Bantamweight,6
9/6/13,Amanda Nunes,Women's Bantamweight,7
9/6/13,Germaine de Randamie,Women's Bantamweight,8
9/6/13,Julie Kedzie,Women's Bantamweight,9
9/6/13,Rosi Sexton,Women's Bantamweight,10
9/23/13,Jon Jones,Pound-for-Pound,1
9/23/13,Georges St-Pierre,Pound-for-Pound,2
9/23/13,Jose Aldo,Pound-for-Pound,3
9/23/13,Anderson Silva,Pound-for-Pound,4
9/23/13,Cain Velasquez,Pound-for-Pound,5
9/23/13,Renan Barao,Pound-for-Pound,6
9/23/13,Demetrious Johnson,Pound-for-Pound,7
9/23/13,Anthony Pettis,Pound-for-Pound,8
9/23/13,Chris Weidman,Pound-for-Pound,9
9/23/13,Benson Henderson,Pound-for-Pound,10
9/23/13,Demetrious Johnson,Flyweight,0
9/23/13,Joseph Benavidez,Flyweight,1
9/23/13,John Dodson,Flyweight,2
9/23/13,Ian McCall,Flyweight,3
9/23/13,John Moraga,Flyweight,4
9/23/13,John Lineker,Flyweight,5
9/23/13,Jussier Formiga,Flyweight,6
9/23/13,Timothy Elliott,Flyweight,7
9/23/13,Chris Cariaso,Flyweight,8
9/23/13,Louis Gaudinot,Flyweight,9
9/23/13,Darren Uyenoyama,Flyweight,10
9/23/13,Dominick Cruz,Bantamweight,0
9/23/13,Renan Barao,Bantamweight,1
9/23/13,Urijah Faber,Bantamweight,2
9/23/13,Michael McDonald,Bantamweight,3
9/23/13,Eddie Wineland,Bantamweight,4
9/23/13,Raphael Assuncao,Bantamweight,5
9/23/13,Brad Pickett,Bantamweight,6
9/23/13,Scott Jorgensen,Bantamweight,7
9/23/13,Mike Easton,Bantamweight,8
9/23/13,TJ Dillashaw,Bantamweight,9
9/23/13,Takeya Mizugaki,Bantamweight,10
9/23/13,Jose Aldo,Featherweight,0
9/23/13,Chad Mendes,Featherweight,1
9/23/13,Ricardo Lamas,Featherweight,2
9/23/13,Frankie Edgar,Featherweight,3
9/23/13,Cub Swanson,Featherweight,4
9/23/13,Chan Sung Jung,Featherweight,5
9/23/13,Dustin Poirier,Featherweight,6
9/23/13,Dennis Siver,Featherweight,7
9/23/13,Nik Lentz,Featherweight,8
9/23/13,Clay Guida,Featherweight,9
9/23/13,Erik Koch,Featherweight,10
9/23/13,Anthony Pettis,Lightweight,0
9/23/13,Benson Henderson,Lightweight,1
9/23/13,Gilbert Melendez,Lightweight,2
9/23/13,TJ Grant,Lightweight,3
9/23/13,Josh Thomson,Lightweight,4
9/23/13,Gray Maynard,Lightweight,5
9/23/13,Rafael dos Anjos,Lightweight,6
9/23/13,Khabib Nurmagomedov,Lightweight,7
9/23/13,Nate Diaz,Lightweight,8
9/23/13,Jim Miller,Lightweight,9
9/23/13,Donald Cerrone,Lightweight,10
9/23/13,Georges St-Pierre,Welterweight,0
9/23/13,Johny Hendricks,Welterweight,1
9/23/13,Carlos Condit,Welterweight,2
9/23/13,Rory MacDonald,Welterweight,3
9/23/13,Demian Maia,Welterweight,4
9/23/13,Jake Ellenberger,Welterweight,5
9/23/13,Martin Kampmann,Welterweight,6
9/23/13,Nick Diaz,Welterweight,7
9/23/13,Robbie Lawler,Welterweight,8
9/23/13,Tarec Saffiedine,Welterweight,9
9/23/13,Matt Brown,Welterweight,10
9/23/13,Chris Weidman,Middleweight,0
9/23/13,Anderson Silva,Middleweight,1
9/23/13,Vitor Belfort,Middleweight,2
9/23/13,Ronaldo Souza,Middleweight,3
9/23/13,Michael Bisping,Middleweight,4
9/23/13,Mark Munoz,Middleweight,5
9/23/13,Luke Rockhold,Middleweight,6
9/23/13,Francis Carmont,Middleweight,7
9/23/13,Costa Philippou,Middleweight,8
9/23/13,Chael Sonnen,Middleweight,9
9/23/13,Tim Boetsch,Middleweight,10
9/23/13,Jon Jones,Light Heavyweight,0
9/23/13,Alexander Gustafsson,Light Heavyweight,1
9/23/13,Glover Teixeira,Light Heavyweight,2
9/23/13,Phil Davis,Light Heavyweight,3
9/23/13,Rashad Evans,Light Heavyweight,4
9/23/13,Lyoto Machida,Light Heavyweight,5
9/23/13,Antonio Rogerio Nogueira,Light Heavyweight,6
9/23/13,Dan Henderson,Light Heavyweight,7
9/23/13,Chael Sonnen,Light Heavyweight,8
9/23/13,Gegard Mousasi,Light Heavyweight,9
9/23/13,Mauricio Rua,Light Heavyweight,10
9/23/13,Cain Velasquez,Heavyweight,0
9/23/13,Junior Dos Santos,Heavyweight,1
9/23/13,Daniel Cormier,Heavyweight,2
9/23/13,Fabricio Werdum,Heavyweight,3
9/23/13,Antonio Silva,Heavyweight,4
9/23/13,Travis Browne,Heavyweight,5
9/23/13,Josh Barnett,Heavyweight,6
9/23/13,Frank Mir,Heavyweight,7
9/23/13,Alistair Overeem,Heavyweight,8
9/23/13,Roy Nelson,Heavyweight,9
9/23/13,Stipe Miocic,Heavyweight,10
9/23/13,Ronda Rousey,Women's Bantamweight,0
9/23/13,Cat Zingano,Women's Bantamweight,1
9/23/13,Sarah Kaufman,Women's Bantamweight,2
9/23/13,Miesha Tate,Women's Bantamweight,3
9/23/13,Sara McMann,Women's Bantamweight,4
9/23/13,Liz Carmouche,Women's Bantamweight,5
9/23/13,Alexis Davis,Women's Bantamweight,6
9/23/13,Amanda Nunes,Women's Bantamweight,7
9/23/13,Germaine de Randamie,Women's Bantamweight,8
9/23/13,Julie Kedzie,Women's Bantamweight,9
9/23/13,Rosi Sexton,Women's Bantamweight,10
10/11/13,Jon Jones,Pound-for-Pound,1
10/11/13,Georges St-Pierre,Pound-for-Pound,2
10/11/13,Anderson Silva,Pound-for-Pound,3
10/11/13,Jose Aldo,Pound-for-Pound,4
10/11/13,Cain Velasquez,Pound-for-Pound,5
10/11/13,Renan Barao,Pound-for-Pound,6
10/11/13,Demetrious Johnson,Pound-for-Pound,7
10/11/13,Anthony Pettis,Pound-for-Pound,8
10/11/13,Chris Weidman,Pound-for-Pound,9
10/11/13,Benson Henderson,Pound-for-Pound,10
10/11/13,Demetrious Johnson,Flyweight,0
10/11/13,Joseph Benavidez,Flyweight,1
10/11/13,John Dodson,Flyweight,2
10/11/13,Ian McCall,Flyweight,3
10/11/13,John Moraga,Flyweight,4
10/11/13,John Lineker,Flyweight,5
10/11/13,Jussier Formiga,Flyweight,6
10/11/13,Timothy Elliott,Flyweight,7
10/11/13,Chris Cariaso,Flyweight,8
10/11/13,Louis Gaudinot,Flyweight,9
10/11/13,Darren Uyenoyama,Flyweight,10
10/11/13,Dominick Cruz,Bantamweight,0
10/11/13,Renan Barao,Bantamweight,1
10/11/13,Urijah Faber,Bantamweight,2
10/11/13,Michael McDonald,Bantamweight,3
10/11/13,Raphael Assuncao,Bantamweight,4
10/11/13,Eddie Wineland,Bantamweight,5
